ZCTA,population,land_sqmi,density_sqmi
68453,233,59.665,3.91
59256,134,63.412,2.11
44403,3766,14.433,260.93
56122,621,50.702,12.25
39827,4752,59.133,80.36
49004,17796,21.077,844.33
78104,112,23.182,4.83
76049,30911,101.005,306.03
84119,50745,12.06,4207.71
31092,4899,187.618,26.11
19973,25786,78.658,327.82
35958,3228,52.678,61.28
96121,169,33.478,5.05
48770,1908,67.831,28.13
48032,1834,37.31,49.16
55804,16018,91.171,175.69
51343,279,25.019,11.15
58049,276,132.311,2.09
61817,2447,27.885,87.75
66534,3720,148.25,25.09
51462,940,107.893,8.71
89019,2355,478.048,4.93
62097,2627,38.704,67.87
56068,971,65.614,14.8
22482,3171,30.467,104.08
37373,2949,41.354,71.31
63966,2183,66.019,33.07
29904,1352,0.06,22533.33
59420,214,244.64,0.87
38125,42793,19.082,2242.58
34601,23648,121.751,194.23
12525,1710,23.51,72.74
44662,9929,60.061,165.32
87034,3044,867.061,3.51
39451,7957,270.508,29.42
68844,243,44.728,5.43
13485,1715,44.17,38.83
18456,305,4.745,64.28
79313,1537,131.419,11.7
24598,1267,73.863,17.15
29689,4147,35.589,116.52
18812,1584,31.556,50.2
43945,2620,64.909,40.36
41035,11220,106.468,105.38
83323,1856,273.302,6.79
76117,32086,10.789,2973.95
07666,41499,6.049,6860.47
76631,471,40.893,11.52
75681,2475,128.475,19.26
42167,8393,206.924,40.56
92025,50046,22.112,2263.3
21676,300,6.281,47.76
98942,18564,188.637,98.41
62358,525,43.107,12.18
68818,5596,181.542,30.82
99135,441,176.317,2.5
91105,12546,3.692,3398.16
71328,8081,122.51,65.96
44119,13495,2.107,6404.84
39045,1108,115.331,9.61
34668,48025,15.525,3093.4
56121,579,37.219,15.56
24641,5417,19.074,284
78109,56372,20.961,2689.38
11691,68704,2.751,24974.19
84114,0,,
36255,1043,68.584,15.21
90063,50536,3.272,15444.99
75471,1483,48.192,30.77
49050,1381,24.882,55.5
56653,1226,630.736,1.94
84058,34706,12.321,2816.82
43903,2241,37.456,59.83
66537,1309,57.095,22.93
20724,18669,8.015,2329.26
41760,286,0.039,7333.33
45646,174,15.673,11.1
44607,142,2.094,67.81
06330,3311,18.305,180.88
12024,80,1.042,76.78
37367,11736,309.576,37.91
41102,20779,51.163,406.13
89103,49546,6.7,7394.93
83255,1173,448.593,2.61
63534,775,73.91,10.49
49639,2420,60.084,40.28
38128,44027,23.635,1862.79
76459,87,22.474,3.87
12531,2316,17.493,132.4
46516,31959,17.821,1793.33
88061,17546,1429.154,12.28
54210,893,26.676,33.48
01826,32373,20.668,1566.33
04443,2152,137.384,15.66
68847,17911,93.915,190.72
50110,36,,
27523,18330,41.376,443.01
33908,38319,32.334,1185.1
77045,32482,11.588,2803.07
29686,932,30.593,30.46
13051,52,0.236,220.34
81232,0,1.911,0
43948,638,0.706,903.68
63548,896,76.632,11.69
43515,8139,81.649,99.68
32179,9051,68.917,131.33
54082,2026,13.518,149.87
42164,17416,252.082,69.09
21679,332,8.948,37.1
51551,1877,81.036,23.16
73026,11131,107.074,103.96
37069,19994,36.975,540.74
68815,698,149.596,4.67
47326,1784,66.862,26.68
96755,3548,57.981,61.19
99138,1173,527.98,2.22
04653,604,2.866,210.75
57066,1401,117.04,11.97
08053,47612,29.158,1632.9
79414,17471,3.172,5507.88
80745,46,219.858,0.21
64674,368,58.787,6.26
29481,1742,89.272,19.51
68441,178,62.877,2.83
36512,0,5.466,0
77480,8252,142.879,57.76
57584,74,95.63,0.77
11692,23247,1.003,23177.47
05640,288,3.717,77.48
50574,2103,111.23,18.91
31098,2890,18.323,157.73
75489,716,1.212,590.76
33716,18995,7.32,2594.95
45223,13049,5.797,2250.99
46307,71418,87.607,815.21
99701,17564,4270.509,4.11
66523,3873,150.445,25.74
89013,234,866.766,0.27
92123,32999,8.185,4031.64
66967,2003,251.601,7.96
44608,2702,21.673,124.67
14112,38,0.04,950
78238,26250,9.609,2731.81
12023,2364,57.594,41.05
36604,9050,2.642,3425.44
77466,258,11.561,22.32
33620,6819,0.887,7687.71
38042,451,49.398,9.13
39150,5094,227.181,22.42
63539,195,43.058,4.53
12208,23936,4.197,5703.12
55019,2336,20.208,115.6
96076,140,207.052,0.68
44675,2255,30.49,73.96
77973,28,43.392,0.65
74743,8046,219.408,36.67
66840,554,186.359,2.97
33907,24828,7.023,3535.24
11430,448,6.999,64.01
64849,228,0.393,580.15
89135,31432,45.602,689.27
13054,1289,22.102,58.32
32803,22703,6.952,3265.68
97122,563,29.449,19.12
86343,140,102.557,1.37
40012,885,10.016,88.36
79777,101,101.727,0.99
77507,578,13.967,41.38
30171,2937,52.829,55.59
43516,3014,70.355,42.84
98827,353,318.371,1.11
84643,583,25.816,22.58
24599,725,46.787,15.5
77014,36314,7.176,5060.48
68816,149,37.39,3.99
69171,0,2.814,0
17830,1932,30.514,63.32
25524,2373,96.345,24.63
32091,16062,133.419,120.39
55712,557,188.331,2.96
59262,595,275.741,2.16
36776,1904,81.282,23.42
64679,861,87.369,9.85
29482,2127,2.573,826.66
98625,7020,80.553,87.15
62521,32455,66.929,484.92
48415,8601,65.334,131.65
92868,27390,3.335,8212.89
24603,306,20.623,14.84
61722,612,50.682,12.08
50577,361,41.44,8.71
66031,651,2.88,226.04
96137,2717,48.404,56.13
19490,433,,
04628,514,86.873,5.92
15314,3490,17.304,201.69
80440,3071,265.206,11.58
24273,5860,63.299,92.58
92320,10680,10.623,1005.37
95480,9,,
38141,23768,7.809,3043.67
57656,911,441.833,2.06
40110,478,0.474,1008.44
49284,2436,53.249,45.75
37369,489,110.641,4.42
77469,65159,130.688,498.58
81612,50,2.693,18.57
49622,2646,44.803,59.06
32129,23356,7.435,3141.36
14609,40171,7.275,5521.79
93647,11370,106.865,106.4
59469,138,101.982,1.35
76309,13344,5.699,2341.46
98174,0,0.004,0
04039,8004,40.66,196.85
36766,12,7.798,1.54
50583,2286,117.814,19.4
64844,4131,65.223,63.34
55945,1298,99.267,13.08
77437,18886,321.887,58.67
57448,383,177.493,2.16
45861,367,1.878,195.42
73570,940,123.876,7.59
01129,5993,3.427,1748.76
30165,41998,166.059,252.91
44836,2450,35.1,69.8
20707,36549,11.141,3280.59
59047,13491,895.554,15.06
67441,1041,38.853,26.79
27551,1888,84.036,22.47
45647,2276,66.489,34.23
78950,2244,110.24,20.36
37067,31550,31.432,1003.75
43027,160,,
79231,29,13.285,2.18
58236,40,,
28338,3320,143.406,23.15
68464,489,80.413,6.08
57068,1699,44.836,37.89
13027,35233,68.053,517.73
99901,13875,4797.193,2.89
49441,36703,21.735,1688.66
36615,0,2.9,0
49345,13189,53.118,248.3
38352,623,19.094,32.63
43565,314,0.181,1734.81
12154,2875,41.661,69.01
92865,20897,3.808,5487.66
06089,3548,2.683,1322.4
63743,20,6.217,3.22
13664,401,0.984,407.52
47462,4949,75.874,65.23
31096,7307,170.803,42.78
75487,1110,101.7,10.91
15090,25110,21.123,1188.75
17044,20526,98.117,209.2
99208,58834,49.097,1198.32
71644,450,74.862,6.01
71040,7705,290.158,26.55
04625,65,2.112,30.78
93921,2459,0.892,2756.73
15317,43813,45.742,957.83
36865,48,0.101,475.25
40374,2667,63.032,42.31
62093,473,0.636,743.71
04066,845,1.804,468.4
78236,7629,9.475,805.17
13638,172,1.225,140.41
43240,7287,2.508,2905.5
20705,28119,15.879,1770.83
97484,277,126.786,2.18
46013,17616,21.623,814.69
11975,423,2.846,148.63
67638,111,68.923,1.61
24977,341,13.201,25.83
99657,280,813.499,0.34
33896,23074,11.542,1999.13
55013,7030,29.309,239.86
20171,50796,12.108,4195.24
04963,7375,51.006,144.59
82731,204,529.155,0.39
84025,25055,12.202,2053.35
59464,542,218.975,2.48
14527,12444,135.435,91.88
54173,3710,14.079,263.51
73722,504,169.453,2.97
17251,27,2.227,12.12
36765,680,73.528,9.25
18443,338,13.728,24.62
28211,32637,10.776,3028.67
64847,342,3.931,87
95942,2190,55.904,39.17
91604,32118,5.151,6235.29
45862,1182,36.704,32.2
71958,2324,107.621,21.59
92179,3034,,
59044,12488,177.44,70.38
42001,30816,73.295,420.44
13739,792,40.26,19.67
25962,3345,87.267,38.33
00602,37510,30.621,1224.98
89145,26675,4.593,5807.75
13024,1209,0.042,28785.71
81122,8921,507.222,17.59
57422,153,110.41,1.39
97231,4304,64.254,66.98
75020,24185,62.565,386.56
49348,13607,66.571,204.4
62514,372,1.116,333.33
06084,14685,39.871,368.31
13667,3460,49.602,69.76
06108,24027,8.117,2960.08
68382,56,0.04,1400
40419,5128,92.149,55.65
17041,254,0.563,451.15
36910,47,5.641,8.33
71652,1014,167.356,6.06
04622,1043,257.241,4.05
64138,24830,13.398,1853.26
66080,928,58.456,15.88
61752,4404,83.526,52.73
62548,2116,88.77,23.84
04069,1551,22.854,67.87
57658,338,136.953,2.47
70581,1317,24.043,54.78
13635,1283,55.261,23.22
45651,5402,149.901,36.04
97487,9546,75.746,126.03
02537,6486,12.203,531.51
27243,5506,39.617,138.98
67637,2809,335.968,8.36
28460,13405,34.813,385.06
99658,1009,42.661,23.65
27562,5044,53.743,93.85
24527,3190,31.575,101.03
64164,195,10.291,18.95
59823,2069,322.979,6.41
56581,261,39.662,6.58
10918,11937,32.92,362.61
28683,1381,33.439,41.3
59467,99,245.955,0.4
16693,4015,74.91,53.6
45896,1705,38.04,44.82
30467,11606,516.966,22.45
06751,3398,18.977,179.06
04037,3949,82.498,47.87
27047,1473,20.312,72.52
76251,704,53.012,13.28
78405,14442,5.078,2844.03
61312,371,34.939,10.62
24880,349,4.884,71.46
99624,108,15.112,7.15
99204,7519,1.128,6665.78
49409,102,,
30005,41471,14.508,2858.49
03752,982,22.44,43.76
03033,5697,19.822,287.41
57231,1769,273.383,6.47
43029,524,23.619,22.19
37737,6576,26.362,249.45
77363,3246,69.326,46.82
13021,37479,120.194,311.82
79423,44357,60.498,733.2
57421,75,39.516,1.9
97232,15152,1.877,8072.46
39042,37906,223.076,169.92
30078,41041,16.979,2417.16
32669,17436,103.539,168.4
12161,41,0.409,100.24
66440,1924,49.176,39.12
98195,2471,0.07,35300
25039,684,25.577,26.74
46802,10360,4.234,2446.86
06105,18660,2.35,7940.43
75009,30257,95.612,316.46
01740,5698,19.946,285.67
17042,39626,66.136,599.16
70812,11124,4.352,2556.07
55802,2560,2.617,978.22
37769,5673,28.772,197.17
27208,1615,38.883,41.53
54748,1209,41.065,29.44
22935,962,21.439,44.87
71935,711,117.119,6.07
61811,619,28.347,21.84
38261,16338,186.425,87.64
62545,1306,27.707,47.14
48529,8959,4.94,1813.56
33156,32708,13.579,2408.72
80024,36,0.041,878.05
15840,1807,19.195,94.14
39739,1953,179.315,10.89
13636,184,3.208,57.36
48613,986,60.666,16.25
47590,550,39.433,13.95
73844,302,339.871,0.89
76424,8626,515.046,16.75
02534,1284,2.288,561.19
04605,14695,284.568,51.64
67623,224,151.031,1.48
50650,664,41.188,16.12
40873,2329,29.681,78.47
33898,18426,304.915,60.43
20184,504,39.64,12.71
84080,414,35.015,11.82
78582,44883,651.071,68.94
16848,231,0.382,604.71
04969,1319,29.706,44.4
10917,1575,3.706,424.99
55116,26099,5.454,4785.3
89438,0,46.756,0
42566,427,17.122,24.94
30473,2384,83.769,28.46
88421,22,187.451,0.12
27042,178,8.643,20.59
02876,444,0.127,3496.06
72130,308,32.633,9.44
12226,0,,
67529,336,109.097,3.08
99632,872,25.156,34.66
49404,9021,62.232,144.96
44424,84,,
14261,4970,1.162,4277.11
54561,63,16.639,3.79
23416,96,5.444,17.63
34140,89,1.331,66.87
78833,1173,243.138,4.82
57232,601,79.781,7.53
30559,4885,49.555,98.58
79718,589,305.927,1.93
60551,4984,57.725,86.34
06420,4323,29.225,147.92
32095,18927,49.798,380.08
61235,1329,52.054,25.53
32571,41188,104.012,395.99
61938,20440,124.627,164.01
76504,24856,27.045,919.06
65053,1541,35.109,43.89
26575,579,21.491,26.94
56720,7,18.995,0.37
76053,31377,8.002,3921.14
06106,37809,4.226,8946.76
98390,11497,9.695,1185.87
48026,14604,4.141,3526.68
78570,33596,74.556,450.61
37766,17643,153.167,115.19
12836,473,43.947,10.76
43905,645,0.387,1666.67
98416,877,0.104,8432.69
22938,899,42.456,21.17
17406,24181,49.528,488.23
30206,3292,55.602,59.21
58053,1333,222.795,5.98
29805,4882,98.829,49.4
32952,21354,12.376,1725.44
42539,9406,211.953,44.38
33155,43133,7.383,5842.21
52218,1700,72.006,23.61
75481,417,69.479,6
15558,2021,36.341,55.61
02539,5212,26.813,194.38
10998,3676,18.668,196.91
25173,27,14.969,1.8
90061,28478,2.662,10697.97
24529,1197,37.283,32.11
20187,19428,48.567,400.02
78594,1303,1.85,704.32
41234,528,5.022,105.14
04964,84,92.835,0.9
20005,12960,0.426,30422.54
24601,0,1.915,0
22726,606,15.766,38.44
67028,188,179.493,1.05
83808,123,186.044,0.66
49760,706,143.594,4.92
96078,95,,
36305,17592,31.733,554.38
37050,2028,50.741,39.97
02875,206,1.154,178.51
39108,1935,196.821,9.83
40801,0,7.036,0
32696,14532,146.873,98.94
67524,560,53.412,10.48
46341,10169,90.299,112.61
08730,4960,1.756,2824.6
74570,1212,153.521,7.89
63087,1173,13.221,88.72
98605,1336,43.23,30.9
08544,4548,,
05858,328,78.263,4.19
65788,312,21.915,14.24
88341,696,99.391,7
23415,2140,29.563,72.39
30554,9167,72.994,125.59
96753,29249,32.62,896.66
21545,1716,14.381,119.32
77702,3497,1.239,2822.44
60552,4589,27.13,169.15
76429,157,106.55,1.47
22811,394,31.675,12.44
62842,696,43.991,15.82
13408,3422,37.642,90.91
30072,853,0.196,4352.04
42453,494,16.369,30.18
65054,1185,25.317,46.81
31216,16354,55.082,296.9
20603,32649,17.081,1911.42
06103,2845,0.47,6053.19
69020,764,94.555,8.08
57258,269,121.638,2.21
37830,32519,84.783,383.56
55045,7854,35.445,221.58
54495,7857,107.469,73.11
12835,2700,97.409,27.72
13691,3172,72.22,43.92
70543,4233,73.541,57.56
86429,8695,83.74,103.83
36852,2332,35.14,66.36
99258,473,,
12553,27300,24.668,1106.7
56248,760,135.332,5.62
72035,2086,0.125,16688
98358,982,10.678,91.96
33141,36016,2.323,15504.09
52217,551,58.702,9.39
44274,95,0.432,219.91
91745,54996,12.808,4293.88
39737,373,15.426,24.18
56071,13015,83.098,156.62
00950,0,2.396,0
00653,8665,15.242,568.49
71762,3019,57.182,52.8
13754,2793,79.563,35.1
40868,1457,25.308,57.57
24433,59,14.921,3.95
34609,46066,22.242,2071.13
41222,2655,28.893,91.89
30747,14720,183.027,80.43
20006,1335,0.34,3926.47
61042,410,66.524,6.16
21756,3172,20.914,151.67
99615,12304,4268.148,2.88
01832,26065,11.4,2286.4
05408,10199,4.22,2416.82
13162,150,1.757,85.37
65250,421,53.925,7.81
39826,591,21.044,28.08
02878,16260,29.08,559.15
60450,20918,157.336,132.95
75459,6620,79.615,83.15
69219,58,290.905,0.2
81237,168,34.837,4.82
51631,331,36.926,8.96
32331,4642,291.46,15.93
45855,158,0.266,593.98
01376,5032,2.745,1833.15
58768,305,78.143,3.9
24637,3595,28.462,126.31
29707,35224,31.765,1108.89
90068,21569,7.748,2783.82
17983,1529,2.509,609.41
05855,7576,55.738,135.92
87455,1522,347.155,4.38
65787,1253,40.406,31.01
88342,9,5.835,1.54
32062,2202,61.682,35.7
21901,19585,49.188,398.17
30557,4905,55.753,87.98
23845,236,13.667,17.27
60564,47243,16.07,2939.83
73170,41746,21.044,1983.75
76597,3333,0.646,5159.44
15226,13943,2.534,5502.37
20431,0,,
65059,1008,36.709,27.46
26562,830,40.184,20.65
20317,0,0.457,0
73662,7031,388.685,18.09
76055,3719,89.058,41.76
12041,353,1.582,223.14
57255,538,105.679,5.09
35904,13571,46.172,293.92
89557,707,,
28543,6341,2.044,3102.25
97330,44464,77.094,576.75
12838,699,5.081,137.57
36851,0,,
21285,3,,
12567,2498,45.884,54.44
51465,645,54.472,11.84
72036,538,117.229,4.59
59030,1181,484.313,2.44
66962,223,51.348,4.34
73432,940,59.139,15.89
84138,0,,
10983,5489,2.034,2698.62
84319,10490,97.456,107.64
40865,365,3.113,117.25
46930,202,0.14,1442.86
34604,13964,35.47,393.68
56594,429,95.568,4.49
20003,36194,2.243,16136.42
41274,497,3.693,134.58
27847,1026,37.298,27.51
52757,242,1.184,204.39
67026,5068,97.976,51.73
64072,257,0.89,288.76
68760,1141,209.513,5.45
46943,113,0.336,336.31
39825,2043,93.551,21.84
47715,28476,23.246,1224.98
69214,175,291.071,0.6
55943,3070,170.362,18.02
94526,33085,14.931,2215.86
77990,783,109.376,7.16
15753,425,39.131,10.86
29704,3286,27.029,121.57
90065,45075,5.279,8538.55
38460,1704,33.358,51.08
32065,40366,17.205,2346.18
36374,741,54.206,13.67
76656,2478,115.738,21.41
62353,5012,187.301,26.76
30543,5685,37.758,150.56
95692,4966,54.334,91.4
65807,56680,21.706,2611.26
68462,4864,55.322,87.92
97439,15643,176.525,88.62
17967,2384,29.111,81.89
95303,876,38.973,22.48
87321,2401,610.93,3.93
21015,30451,30.931,984.48
47954,2223,67.143,33.11
39647,666,78.,8.54
82642,53,506.842,0.1
17060,1182,25.157,46.98
31081,85,35.39,2.4
57335,313,102.709,3.05
96132,17,388.39,0.04
60136,8623,6.965,1238.05
48021,34003,5.129,6629.56
76486,1375,103.288,13.31
97703,34476,,
81067,5590,292.119,19.14
62682,745,41.62,17.9
77448,88,6.337,13.89
38256,2994,58.665,51.04
30088,29279,7.785,3760.95
44319,21469,18.774,1143.55
39501,23178,13.684,1693.8
29325,14164,154.487,91.68
07418,2523,4.675,539.68
24441,6376,44.159,144.39
73851,99,49.123,2.02
00659,37203,41.777,890.51
25185,734,0.069,10637.68
89108,74566,8.968,8314.67
84314,1011,8.041,125.73
63531,262,83.087,3.15
49625,1332,84.085,15.84
49305,2487,45.952,54.12
30736,44134,128.556,343.31
27844,3361,42.612,78.87
52754,1430,71.328,20.05
21758,4238,32.441,130.64
67021,28,38.813,0.72
64071,815,36.592,22.27
63703,8494,12.893,658.81
68842,523,159.652,3.28
00927,13675,2.628,5203.58
39828,15571,138.41,112.5
02872,105,5.948,17.65
24381,3480,51.713,67.29
64841,1326,0.386,3435.23
47303,24115,58.079,415.21
15205,24123,10.303,2341.36
81239,106,51.176,2.07
38760,1004,5.756,174.43
78343,4565,165.174,27.64
61770,1081,62.325,17.34
07675,27050,9.644,2804.85
29709,5903,97.64,60.46
90066,54975,4.921,11171.51
58260,203,128.149,1.58
54629,2546,109.467,23.26
52730,4993,36.583,136.48
32068,58196,101.091,575.68
62347,2172,120.033,18.1
80110,23775,6.351,3743.5
69125,315,238.907,1.32
58233,289,70.236,4.11
68461,732,24.077,30.4
46747,2566,36.618,70.07
50310,31283,8.04,3890.92
18655,5789,72.125,80.26
64671,1877,85.099,22.06
68371,1199,78.35,15.3
48092,27867,8.193,3401.32
18430,75,1.779,42.16
56132,454,59.581,7.62
35622,6532,96.711,67.54
16232,4091,57.038,71.72
54511,1375,278.276,4.94
65084,7269,168.806,43.06
63748,1296,73.015,17.75
31082,10479,224.919,46.59
37861,8578,99.957,85.82
53033,6161,14.679,419.72
72560,7650,325.963,23.47
48022,2517,35.335,71.23
21521,1521,23.193,65.58
12823,682,4.261,160.06
55071,5807,5.132,1131.53
53226,18893,6.879,2746.47
95531,22491,195.088,115.29
95585,598,54.511,10.97
12569,9766,33.04,295.58
66524,2371,127.652,18.57
32563,29672,16.629,1784.35
38255,2356,47.017,50.11
14810,11412,120.795,94.47
31326,23882,70.066,340.85
35023,25221,90.337,279.19
62085,195,0.794,245.59
24887,0,2.91,0
78233,47659,13.143,3626.19
41859,208,7.461,27.88
64788,1457,105.007,13.88
35234,3828,3.562,1074.68
77461,12397,147.86,83.84
11972,309,2.408,128.32
45140,56854,46.315,1227.55
84317,2814,215.54,13.06
92591,41673,16.468,2530.54
63532,1286,51.165,25.13
40740,3954,16.274,242.96
53130,7647,3.193,2394.93
49306,10806,19.808,545.54
30739,6854,25.06,273.5
12454,368,11.135,33.05
36008,0,,
44672,4741,3.307,1433.63
56579,1070,195.798,5.46
59461,61,52.959,1.15
64074,498,22.408,22.22
01835,14637,7.811,1873.9
68854,679,68.972,9.84
23150,12152,29.784,408
55450,0,3.739,0
18446,3208,50.77,63.19
02871,17635,17.033,1035.34
28214,42197,32.737,1288.97
35120,17735,67.509,262.71
36804,19469,193.077,100.84
07676,9276,2.943,3151.89
92833,52038,7.32,7109.02
41132,516,20.255,25.48
27915,364,7.88,46.19
03466,1411,15.295,92.25
68828,232,98.394,2.36
24565,1059,57.448,18.43
95549,1090,112.333,9.7
64761,1555,71.734,21.68
26180,2181,64.766,33.68
79095,2569,371.951,6.91
25523,2704,41.924,64.5
15235,33811,14.66,2306.34
80835,791,143.211,5.52
15944,3198,65.903,48.53
64672,190,69.894,2.72
29487,2702,41.897,64.49
58654,250,475.505,0.53
01906,28599,10.798,2648.55
21013,5985,15.1,396.36
48111,44193,67.488,654.83
06081,1607,0.687,2339.16
29501,47259,53.696,880.12
71960,1202,151.718,7.92
50854,2304,134.647,17.11
62334,185,2.238,82.66
53036,3483,26.791,130.01
44890,10364,87.633,118.27
70814,11424,7.751,1473.87
55074,2260,34.765,65.01
51365,475,20.224,23.49
71933,1162,95.012,12.23
89030,52545,9.375,5604.8
97336,95,,
26164,7342,106.878,68.7
66512,3476,65.513,53.06
14625,10667,7.634,1397.3
54125,437,74.142,5.89
28390,24158,59.028,409.26
66956,1190,198.79,5.99
85172,1342,65.857,20.38
13780,842,22.151,38.01
30506,44964,100.423,447.75
48615,2812,57.611,48.81
93225,4532,177.267,25.57
33062,25495,3.803,6703.92
77475,413,23.776,17.37
94128,0,3.524,0
48470,535,40.007,13.37
55906,20080,63.751,314.98
78057,509,98.485,5.17
78071,3478,358.917,9.69
75846,2561,145.729,17.57
59828,5798,166.731,34.77
33544,28612,34.314,833.83
36005,1486,141.136,10.53
44688,2895,23.051,125.59
52639,1626,38.22,42.54
16694,325,2.214,146.79
17408,24670,25.868,953.69
46979,5026,42.184,119.14
08226,11260,6.697,1681.35
63012,10977,28.479,385.44
63037,2826,82.059,34.44
41181,80,,
97053,3401,13.822,246.06
71369,2255,76.036,29.66
19153,12396,7.213,1718.56
78402,392,1.041,376.56
81222,276,30.872,8.94
62972,891,66.667,13.36
83428,589,215.04,2.74
40310,541,0.597,906.2
79764,26805,58.25,460.17
40145,1083,32.168,33.67
43527,2092,52.569,39.8
70357,2401,211.627,11.35
35950,21173,44.576,474.99
68827,737,61.653,11.95
47336,2793,46.972,59.46
70733,1497,10.329,144.93
99128,248,85.474,2.9
75140,8596,112.261,76.57
04645,59,12.521,4.71
62260,6518,47.465,137.32
97620,70,622.794,0.11
79424,52336,41.743,1253.77
85531,273,4.171,65.45
64644,3265,110.004,29.68
48094,20638,17.519,1178.04
15483,301,0.273,1102.56
03904,8310,11.236,739.59
08079,10696,91.058,117.46
63746,11,1.261,8.72
78247,51979,16.421,3165.4
31088,59599,31.432,1896.12
66026,833,41.278,20.18
53035,2432,35.419,68.66
98070,10424,36.935,282.23
47346,4123,45.035,91.55
70819,4781,5.805,823.6
55077,14585,18.681,780.74
43130,62450,161.818,385.93
26169,837,26.63,31.43
32176,14344,5.261,2726.48
82646,0,40.119,0
54128,2109,51.812,40.7
66955,40,40.465,0.99
14502,10515,37.304,281.87
36727,156,61.385,2.54
76373,159,29.078,5.47
48616,7702,80.472,95.71
24590,7940,166.6,47.66
33067,25638,10.353,2476.38
37394,99,0.116,853.45
77476,341,5.144,66.29
78701,11114,1.629,6822.59
55905,0,0.06,0
25002,0,2.532,0
