ZCTA,population,land_sqmi,density_sqmi
95604,24,0.401,59.85
93251,280,133.669,2.09
72301,24182,18.889,1280.22
70458,39385,20.89,1885.35
37813,17479,58.276,299.93
62640,3342,76.322,43.79
08048,12806,13.157,973.32
90043,43548,4.131,10541.76
56214,714,62.752,11.38
30058,63421,30.843,2056.25
16801,42153,31.269,1348.08
55969,1155,30.847,37.44
36401,7493,457.043,16.39
50042,228,32.366,7.04
68113,774,3.152,245.56
11705,8256,3.559,2319.75
31411,8977,21.185,423.74
16602,27014,14.802,1825.02
45238,48936,10.071,4859.1
73724,746,152.961,4.88
83341,9445,100.575,93.91
49337,13030,112.496,115.83
03609,618,0.892,692.83
40361,18422,258.305,71.32
98641,221,0.041,5390.24
22309,34948,7.528,4642.4
21773,5619,38.735,145.06
62565,7422,121.672,61
03079,30646,24.825,1234.48
84102,19145,1.774,10792
06035,7939,15.36,516.86
15860,1193,124.249,9.6
11743,42423,25.346,1673.76
47429,7402,24.649,300.3
64689,442,34.442,12.83
75558,2160,50.26,42.98
38583,25739,358.199,71.86
50630,1353,82.826,16.34
99727,629,0.553,1137.43
77563,10212,52.62,194.07
65618,175,27.734,6.31
41219,1818,45.601,39.87
04981,2584,37.804,68.35
24237,1064,57.119,18.63
06365,4781,30.83,155.08
02056,11556,14.862,777.55
06756,3013,36.054,83.57
17244,2305,25.899,89
36752,1296,149.498,8.67
22546,17857,162.29,110.03
95963,16483,305.705,53.92
75104,49425,39.095,1264.23
27350,6110,37.217,164.17
48109,5722,0.977,5856.7
24578,525,34.822,15.08
22448,658,4.206,156.44
94118,39275,1.949,20151.36
54639,2640,96.398,27.39
31774,5788,167.645,34.53
65752,339,42.002,8.07
28766,1014,5.827,174.02
35750,13563,63.537,213.47
97463,3820,42.771,89.31
37082,5564,43.696,127.33
79738,426,321.687,1.32
60539,277,0.75,369.33
29943,308,45.754,6.73
77374,334,51.862,6.44
97488,662,103.054,6.42
77994,513,52.23,9.82
95676,91,,
50047,6625,58.102,114.02
72373,856,112.71,7.59
68838,238,51.009,4.67
77465,7267,194.774,37.31
65555,1305,81.218,16.07
43072,5347,73.554,72.69
53801,1033,59.177,17.46
49910,254,120.889,2.1
73401,36228,328.868,110.16
28697,13412,63.504,211.2
82636,3856,92.185,41.83
71721,0,,
22304,48577,4.635,10480.47
83220,80,25.45,3.14
98245,4206,31.989,131.48
11777,9347,4.382,2133.04
83523,777,189.531,4.1
65109,40390,82.159,491.61
16250,238,2.756,86.36
81140,1973,220.404,8.95
25845,584,5.639,103.56
82412,571,20.381,28.02
27311,3656,46.2,79.13
41214,320,20.031,15.98
04984,679,23.586,28.79
97068,30254,22.46,1347.02
14206,22427,4.844,4629.85
16416,142,3.911,36.31
49740,7277,123.676,58.84
11223,78566,2.074,37881.39
04022,1149,46.116,24.92
12489,114,6.148,18.54
30030,31712,6.521,4863.06
95957,770,69.872,11.02
03102,33755,9.045,3731.9
75560,1007,79.511,12.66
85123,8828,26.601,331.87
07010,25580,0.955,26785.34
99613,422,3651.809,0.12
44107,50384,5.522,9124.23
98833,238,201.592,1.18
01438,192,0.542,354.24
31201,7862,10.69,735.45
93512,297,126.42,2.35
57224,176,51.758,3.4
25628,498,2.125,234.35
23868,6215,121.27,51.25
60536,76,0.736,103.26
22831,447,60.635,7.37
98582,366,7.104,51.52
32626,8994,204.155,44.05
30056,2379,38.257,62.18
86406,24587,245.574,100.12
80134,77814,56.307,1381.96
50044,948,45.737,20.73
72202,9648,8.613,1120.17
54963,7203,76.554,94.09
57278,1082,177.546,6.09
65556,5019,227.091,22.1
53802,142,0.952,149.16
19610,16231,7.027,2309.81
49736,492,80.956,6.08
20832,25766,10.079,2556.4
43142,121,0.07,1728.57
30625,2576,45.357,56.79
92024,50030,16.938,2953.71
60548,11233,40.436,277.8
22307,10205,2.893,3527.48
03833,22676,48.655,466.06
44254,4857,26.289,184.75
72833,3432,180.758,18.99
08246,53,0.324,163.58
13623,76,0.396,191.92
24292,365,26.696,13.67
56051,648,30.579,21.19
70114,22132,4.87,4544.56
90222,32173,2.572,12508.94
73437,25,12.934,1.93
08310,1236,11.293,109.45
83272,263,133.513,1.97
72841,216,51.442,4.2
82229,75,241.384,0.31
14209,8373,0.913,9170.87
78141,908,59.443,15.28
06758,22,2.631,8.36
11237,45233,0.984,45968.5
79734,1616,1293.87,1.25
07064,3742,1.391,2690.15
02858,280,0.578,484.43
51544,843,55.969,15.06
22548,25,0.994,25.15
68010,763,1.451,525.84
45875,10861,102.47,105.99
73449,3063,37.607,81.45
58748,149,119.33,1.25
59330,8281,1214.471,6.82
24563,5014,67.394,74.4
59919,663,950.216,0.7
54622,2109,58.348,36.15
79345,1085,189.759,5.72
23691,492,1.825,269.59
57227,600,43.444,13.81
06831,14656,27.53,532.36
17603,66788,29.804,2240.91
43351,10568,155.422,68
19716,0,0.053,0
12742,132,2.151,61.37
95428,2667,225.222,11.84
64688,718,59.632,12.04
22832,952,24.392,39.03
98581,383,29.362,13.04
50029,612,40.538,15.1
32564,1958,91.188,21.47
44131,20619,16.081,1282.2
38344,8816,160.003,55.1
47529,1140,31.622,36.05
43085,26154,7.368,3549.67
14228,24345,15.816,1539.26
50049,6425,201.094,31.95
65661,2385,85.619,27.86
03077,10837,29.464,367.8
55322,3548,54.595,64.99
04280,6886,41.659,165.29
58241,196,48.916,4.01
36871,852,147.367,5.78
01904,20103,4.519,4448.55
30628,7261,48.017,151.22
80131,258,0.755,341.72
15780,65,1.282,50.7
52236,533,28.647,18.61
44262,5019,2.302,2180.28
11779,38273,12.542,3051.59
56052,702,47.936,14.64
70117,26250,5.479,4791.02
40870,635,7.037,90.24
73438,3055,86.728,35.23
15829,1313,35.373,37.12
64505,13875,45.133,307.42
61044,276,12.576,21.95
34224,15971,12.96,1232.33
76471,1530,175.195,8.73
43128,2038,47.573,42.84
13320,2027,76.862,26.37
18469,506,9.266,54.61
21777,2333,2.184,1068.22
11939,1741,2.238,777.93
26590,516,24.944,20.69
11234,87778,7.41,11845.88
07069,6545,6.296,1039.55
58321,148,123.163,1.2
12487,3829,15.704,243.82
45662,26972,53.84,500.97
15440,227,15.169,14.96
27233,3414,24.463,139.56
73444,135,40.644,3.32
57792,153,244.666,0.63
01841,52761,3.088,17085.82
30609,3446,0.023,149826.09
72199,16,,
16172,899,,
28752,30602,245.012,124.9
80742,215,445.903,0.48
33170,14763,13.171,1120.87
23866,1837,87.06,21.1
12741,309,8.248,37.46
39562,17142,187.956,91.2
81320,434,187.747,2.31
02476,17732,2.093,8472.05
97225,25802,6.584,3918.89
32567,4820,139.612,34.52
44125,29366,14.228,2063.96
14619,14223,1.456,9768.54
99840,1308,434.03,3.01
73641,487,42.607,11.43
14225,33801,11.842,2854.33
54525,311,0.725,428.97
65662,1167,75.248,15.51
03063,15630,8.111,1927.01
58621,1203,400.742,3
54978,93,,
57276,949,124.89,7.6
15823,1289,36.842,34.99
35477,102,34.033,3
91340,33750,3.381,9982.25
49738,9599,293.726,32.68
48158,7688,93.887,81.89
50276,2380,80.308,29.64
32535,5880,71.686,82.02
12546,2710,45.598,59.43
72069,941,233.541,4.03
65024,1158,100.308,11.54
48532,19750,15.305,1290.43
72828,78,20.716,3.77
33809,30498,88.365,345.14
56057,3933,86.811,45.31
29410,20984,10.471,2004.01
58558,803,159.407,5.04
25165,775,3.994,194.04
59721,519,257.398,2.02
15824,4954,73.023,67.84
59201,5345,1377.087,3.88
61047,1728,66.518,25.98
34212,24467,20.18,1212.44
43127,299,0.579,516.41
30752,9529,77.975,122.21
80476,243,57.463,4.23
55603,448,360.88,1.24
21778,840,17.531,47.92
03282,1075,41.453,25.93
72047,815,31.456,25.91
43460,6157,2.746,2242.17
11239,16047,0.618,25966.02
58838,306,248.435,1.23
35901,19186,59.516,322.37
89820,5579,2167.711,2.57
84772,208,6.801,30.58
45698,449,3.701,121.32
38004,11696,26.334,444.14
00739,34595,31.582,1095.4
87525,39,21.274,1.83
80020,53589,19.81,2705.15
58746,1583,437.15,3.62
57791,137,205.058,0.67
12810,488,66.403,7.35
30606,48156,30.474,1580.23
24102,1504,32.154,46.77
56453,795,54.601,14.56
58240,1065,150.354,7.08
28101,1027,0.896,1146.21
27950,1786,29.718,60.1
28751,4370,44.787,97.57
84749,251,39.533,6.35
99791,139,841.277,0.17
33952,33991,11.041,3078.62
47120,824,18.588,44.33
13902,6921,0.712,9720.51
31781,2209,27.251,81.06
54024,5020,84.304,59.55
50027,169,27.914,6.05
44126,17012,4.625,3678.27
29466,44387,29.363,1511.66
74370,3678,108.746,33.82
21130,75,0.757,99.08
52163,354,1.772,199.77
30401,14232,252.856,56.29
05843,2283,36.056,63.32
87518,0,89.607,0
62240,1994,16.228,122.87
96113,2310,6.837,337.87
33322,40522,5.438,7451.64
35474,8648,200.618,43.11
61533,2359,41.019,57.51
12309,32996,16.566,1991.79
51351,4990,105.572,47.27
42301,45399,171.026,265.45
32536,24859,46.498,534.63
12549,10896,38.807,280.77
20746,27494,7.873,3492.19
74039,3961,65.406,60.56
65023,1546,53.794,28.74
32949,2821,16.277,173.31
46776,1607,23.384,68.72
98604,38550,72.423,532.29
02130,41109,3.334,12330.23
21771,32827,85.068,385.89
01083,2746,15.753,174.32
54893,4324,157.658,27.43
37341,14966,31.39,476.78
57384,1062,211.977,5.01
80902,11917,14.342,830.92
75670,18549,122.964,150.85
25168,2827,32.221,87.74
05350,799,36.328,21.99
92376,84161,13.538,6216.65
15827,345,2.879,119.83
32320,3503,39.906,87.78
53110,17964,4.761,3773.16
49129,615,5.011,122.73
34211,20786,36.245,573.49
76466,620,6.06,102.31
97389,1706,35.653,47.85
43506,14691,101.658,144.51
12517,270,10.455,25.82
95742,16287,49.767,327.27
87024,2792,86.741,32.19
03281,9141,59.067,154.76
64054,3109,2.016,1542.16
68652,663,125.497,5.28
02143,25161,1.544,16295.98
51106,28381,31.166,910.64
83126,798,61.769,12.92
29111,1551,64.654,23.99
25134,508,7.608,66.77
84002,306,53.875,5.68
76132,26432,7.328,3606.99
80223,19624,5.233,3750.05
56447,832,98.39,8.46
37101,6888,200.085,34.43
80759,4684,645.372,7.26
73033,529,6.549,80.78
45817,5820,64.592,90.1
63010,34405,21.696,1585.78
96748,5168,122.851,42.07
02460,10033,1.344,7465.03
58212,336,201.699,1.67
28120,24363,30.36,802.47
54027,1154,29.895,38.6
57073,516,68.982,7.48
98597,26431,111.58,236.88
94589,30199,11.493,2627.6
56113,227,36.425,6.23
28173,63503,107.692,589.67
42378,3810,67.006,56.86
14168,90,0.04,2250
75925,3079,236.582,13.01
27935,1386,60.018,23.09
95046,6766,19.507,346.85
39115,133,7.315,18.18
31063,4262,114.224,37.31
62314,484,69.84,6.93
53012,18870,35.009,539
07980,2591,2.717,953.63
60118,15692,20.082,781.4
37306,1891,118.832,15.91
99179,647,70.917,9.12
12306,27569,43.092,639.77
51345,313,56.296,5.56
58074,44,,
20745,29518,6.465,4565.82
74035,4031,241.105,16.72
03837,1684,20.099,83.79
14134,57,0.849,67.14
98607,35661,46.941,759.7
10474,11188,1.54,7264.94
11730,14376,7.242,1985.09
25901,10225,32.842,311.34
37342,3759,77.12,48.74
74010,10328,328.661,31.42
87420,11048,537.752,20.54
02542,854,30.706,27.81
38118,39162,31.204,1255.03
74932,2550,78.451,32.5
97386,15509,126.883,122.23
12523,2132,21.889,97.4
44653,893,0.402,2221.39
20678,12686,42.768,296.62
64057,14509,15.18,955.8
12967,1363,37.607,36.24
46959,573,1.102,519.96
42087,2369,70.09,33.8
27020,5854,73.4,79.75
40223,23264,11.747,1980.42
29941,246,16.931,14.53
29696,5301,23.276,227.75
18823,108,2.666,40.51
89439,2071,14.579,142.05
22940,935,31.414,29.76
22663,1458,22.078,66.04
56448,412,26.932,15.3
72068,759,0.957,793.1
95603,28195,39.031,722.37
73036,20777,183.329,113.33
56003,15319,43.723,350.36
96747,1361,2.588,525.89
54022,24245,140.369,172.72
57076,373,123.788,3.01
13782,797,36.71,21.71
87416,4354,97.99,44.43
44406,22297,53.188,419.21
64664,242,50.884,4.76
29468,2319,74.707,31.04
56127,478,52.462,9.11
43081,64314,24.666,2607.39
43976,1432,23.447,61.07
76707,16602,3.263,5087.96
76066,5615,86.308,65.06
73048,2260,187.107,12.08
53015,2792,39.721,70.29
15027,2136,1.44,1483.33
50858,808,79.836,10.12
76823,2911,112.328,25.92
37309,2054,37.97,54.1
99174,70,0.134,522.39
51346,2211,145.677,15.18
79248,1124,597.142,1.88
02766,19155,27.833,688.21
64638,449,65.89,6.81
20751,2552,5.1,500.39
00777,37243,26.582,1401.06
28704,23516,33.081,710.86
49640,1266,59.611,21.24
80601,41301,26.847,1538.38
59275,567,381.318,1.49
02478,26966,4.643,5807.88
25902,326,27.851,11.71
37374,1832,80.759,22.68
38588,1004,92.049,10.91
23040,4491,147.352,30.48
79902,18529,6.557,2825.83
97504,50471,46.744,1079.73
49127,11347,16.19,700.86
29848,987,94.308,10.47
44667,13688,46.458,294.63
59483,353,104.453,3.38
88072,2689,24.394,110.23
65231,2771,123.88,22.37
42088,2507,63.486,39.49
36759,1651,191.693,8.61
97201,17229,2.031,8483.01
51108,5637,44.811,125.8
58464,244,181.187,1.35
37328,1698,30.06,56.49
18817,169,1.841,91.8
96010,119,402.101,0.3
36028,1531,128.913,11.88
85541,23323,782.384,29.81
57787,599,587.434,1.02
30143,26738,139.204,192.08
98321,17601,35.935,489.8
44639,232,,
64024,15587,70.524,221.02
07440,4810,1.562,3079.39
45819,249,0.26,957.69
81505,11959,100.678,118.78
34480,23749,33.717,704.36
93207,247,58.064,4.25
57075,1237,67.949,18.2
08248,134,0.58,231.03
87419,426,292.692,1.46
25405,14993,20.817,720.23
64667,270,89.257,3.02
29492,19753,49.977,395.24
76155,6301,3.453,1824.79
41653,11048,120.007,92.06
12149,2176,46.76,46.54
95671,4188,,
06063,3248,29.598,109.74
34420,19167,25.153,762.02
31065,1714,64.463,26.59
30296,27774,10.471,2652.47
53018,7884,11.469,687.42
31419,57354,64.294,892.06
17059,7524,82.171,91.57
53804,1294,50.631,25.56
43735,497,1.497,332
91046,142,0.01,14200
64635,410,58.685,6.99
56176,985,61.32,16.06
42450,3589,59.608,60.21
36092,21170,130.786,161.87
23222,26809,8.301,3229.61
57646,248,137.618,1.8
53066,37056,105.819,350.18
60409,35253,7.442,4737.03
49632,1010,84.684,11.93
55024,36681,88.99,412.19
15210,25017,4.641,5390.43
32431,4887,106.193,46.02
31641,1765,83.575,21.12
96116,0,251.018,0
46513,0,,
20676,3412,16.552,206.14
03449,1806,29.971,60.26
77488,14129,216.983,65.12
04457,5755,164.837,34.91
46957,493,0.476,1035.71
72739,494,5.143,96.05
84096,71115,70.229,1012.62
99784,185,0.698,265.04
84767,620,261.678,2.37
76061,0,1.509,0
29681,67657,41.359,1635.85
33016,45285,4.385,10327.25
55957,769,40.25,19.11
75050,44402,24.761,1793.22
77878,706,25.038,28.2
30177,710,5.065,140.18
05440,1802,29.098,61.93
03768,1672,53.82,31.07
98335,27956,22.008,1270.27
59059,201,248.122,0.81
14568,6023,23.741,253.7
64021,675,36.145,18.67
03443,421,11.111,37.89
37075,72541,59.385,1221.54
47403,34410,86.461,397.98
70466,9815,31.558,311.01
68454,641,55.17,11.62
27916,1210,7.75,156.13
22834,1074,17.777,60.42
49448,4354,33.23,131.03
20880,590,0.236,2500
59253,82,255.129,0.32
49453,2729,10.855,251.4
44408,10924,35.61,306.77
27046,2285,40.745,56.08
38342,1176,34.476,34.11
56129,780,46.749,16.68
28169,117,0.56,208.93
12144,21631,18.933,1142.5
93261,2197,8.491,258.74
48306,27831,22.739,1223.93
97450,921,83.619,11.01
42265,992,51.493,19.26
39638,3478,175.978,19.76
39350,23949,412.441,58.07
86024,1059,528.173,2.01
73042,1071,106.441,10.06
96124,253,57.686,4.39
17054,286,,
45226,5962,5.632,1058.59
53809,4701,101.245,46.43
78251,61683,15.169,4066.39
35213,15950,6.361,2507.47
25567,782,16.855,46.4
64636,248,24.057,10.31
71046,791,89.419,8.85
59003,1266,681.493,1.86
57645,149,249.758,0.6
13628,185,0.184,1005.43
53063,1656,39.134,42.32
63961,1655,87.921,18.82
99645,31494,442.021,71.25
01960,53961,16.022,3367.93
49631,5646,148.355,38.06
48895,11294,83.047,136
12863,870,3.59,242.34
06379,9003,12.008,749.75
44669,1889,17.403,108.54
03285,2763,50.085,55.17
54161,2683,124.443,21.56
78146,740,38.73,19.11
30458,48191,146.994,327.84
40380,6943,114.373,60.7
20814,30822,5.101,6042.34
99105,31,120.868,0.26
12481,1359,12.517,108.57
24593,2098,36.27,57.84
89129,54575,10.007,5453.68
33015,68430,5.841,11715.46
93532,2762,113.622,24.31
77431,204,,
80804,376,334.985,1.12
15024,9192,16.716,549.89
45872,4572,30.363,150.58
77875,0,,
94569,194,2.366,81.99
03231,80,2.196,36.43
30305,27420,6.441,4257.1
03765,667,4.441,150.19
59054,236,647.346,0.36
24822,891,18.571,47.98
99163,33692,206.935,162.81
33944,232,54.503,4.26
70465,495,4.909,100.84
95324,7862,41.414,189.84
19713,30549,13.688,2231.81
69217,523,177.421,2.95
13034,2088,24.302,85.92
59755,148,83.935,1.76
04220,3815,78.401,48.66
26617,694,7.466,92.95
38341,2544,137.595,18.49
30216,3022,29.962,100.86
28166,11009,28.957,380.18
12147,508,19.665,25.83
48309,30254,15.454,1957.68
06074,26820,28.056,955.95
29849,169,36.568,4.62
39635,0,1.215,0
44308,1261,0.492,2563.01
86029,77,60.358,1.28
15720,305,,
17057,23143,32.302,716.46
49102,1575,15.471,101.8
35550,5053,65.808,76.78
25573,418,11.117,37.6
15311,897,23.532,38.12
40372,2265,53.75,42.14
06280,3179,14.588,217.92
02019,17160,18.344,935.46
70740,883,87.035,10.15
36432,1879,142.707,13.17
55358,5266,54.805,96.09
62558,3585,92.368,38.81
27507,1983,47.689,41.58
57648,476,133.636,3.56
11772,45006,16.163,2784.51
72677,845,0.823,1026.73
49283,4597,13.596,338.11
01773,5257,13.621,385.95
27205,36212,223.728,161.86
30470,1038,29.114,35.65
59727,313,276.359,1.13
99648,95,11.169,8.51
45301,201,0.088,2284.09
16855,75,2.674,28.05
04992,0,0.058,0
27299,5144,27.522,186.91
02067,18478,22.676,814.87
73601,9489,133.845,70.9
51536,504,47.951,10.51
16411,1287,17.725,72.61
30455,772,43.766,17.64
42083,404,28.882,13.99
62021,1127,20.04,56.24
36763,157,20.169,7.78
12482,601,2.211,271.82
43030,232,0.092,2521.74
77432,0,25.307,0
43943,3288,41.661,78.92
77876,144,10.392,13.86
99614,488,20.264,24.08
30310,25334,8.82,2872.34
24551,27606,68.186,404.86
03766,10702,31.755,337.02
00782,18397,26.644,690.47
31772,524,62.97,8.32
31206,25250,27.906,904.82
47959,2557,68.41,37.38
28757,474,1.212,391.09
76013,35910,8.964,4006.02
37073,14312,50.712,282.22
87327,7344,575.435,12.76
89143,13456,3.421,3933.35
13033,3660,61.649,59.37
79411,6380,1.488,4287.63
97222,36643,8.465,4328.77
78003,9594,225.74,42.5
22747,1384,38.801,35.67
12153,751,18.028,41.66
52316,1621,69.523,23.32
06079,0,,
11697,4123,2.595,1588.82
47465,528,23.859,22.13
04414,1743,246.043,7.08
38220,1824,39.047,46.71
04631,1230,3.657,336.34
36879,2975,88.012,33.8
58415,194,59.285,3.27
29742,2358,81.327,28.99
62557,6859,124.608,55.04
78606,6977,244.552,28.53
85233,37841,9.73,3889.11
11771,10173,10.702,950.57
94613,529,0.254,2082.68
99571,236,29.178,8.09
59724,104,584.942,0.18
26040,1855,2.32,799.57
15821,64,35.522,1.8
27593,0,,
24534,1795,57.847,31.03
16858,3953,53.699,73.61
82520,13385,2204.023,6.07
06377,2905,16.662,174.35
91789,40933,15.632,2618.54
79255,448,200.598,2.23
30456,1851,80.64,22.95
65706,17479,179.679,97.28
68433,220,51.612,4.26
17254,497,0.355,1400
57776,0,124.359,0
35906,10443,35.074,297.74
04921,1716,47.456,36.16
95951,2743,18.374,149.29
45869,4323,36.778,117.54
99622,461,15.451,29.84
85014,26215,4.18,6271.53
24013,7685,2.26,3400.44
54627,2005,81.721,24.53
17964,976,22.892,42.63
31764,1882,78.692,23.92
71047,10874,107.648,101.01
93670,106,,
08055,28855,39.946,722.35
91730,71692,14.482,4950.42
79412,15275,3.117,4900.55
49449,2794,41.681,67.03
30045,46733,21.744,2149.24
31301,4212,11.825,356.19
65041,5559,234.856,23.67
48412,5780,50.016,115.56
57540,194,142.237,1.36
44217,3633,28.849,125.93
89010,355,404.233,0.88
04406,739,90.185,8.19
44306,20986,8.288,2532.09
86023,2044,271.28,7.53
77008,40155,6.533,6146.49
65567,1586,60.927,26.03
48036,22160,8.326,2661.54
95490,14627,392.614,37.26
40946,32,11.104,2.88
92317,708,,
43151,223,0.267,835.21
30623,153,2.161,70.8
92037,39284,13.067,3006.35
29741,1473,37.115,39.69
78336,12146,49.006,247.85
62543,504,20.741,24.3
44320,18134,9.75,1859.9
52228,3865,37.383,103.39
78605,7632,163.533,46.67
31204,32730,14.646,2234.74
33801,33460,19.102,1751.65
11765,808,2.446,330.34
08345,801,20.226,39.6
70112,3646,0.872,4181.19
95325,0,40.706,0
59729,2700,538.493,5.01
74851,11161,85.213,130.98
90270,24522,1.262,19431.06
69216,226,238.825,0.95
92102,39001,4.637,8410.83
78584,17823,238.111,74.85
56571,1761,46.052,38.24
97477,37837,12.47,3034.24
11231,39704,1.422,27921.24
48130,16849,62.246,270.68
04032,8736,34.742,251.45
60805,19498,3.408,5721.24
95945,27675,64.227,430.89
98937,4701,785.305,5.99
97124,54351,43.175,1258.85
76661,7266,160.519,45.27
99203,21921,4.68,4683.97
44833,16641,91.108,182.65
62280,394,52.693,7.48
54624,1545,65.478,23.6
03034,4197,32.983,127.25
23427,233,5.017,46.44
36351,3926,81.119,48.4
57234,1372,100.731,13.62
58017,330,191.972,1.72
67005,15336,154.634,99.18
28333,10433,47.243,220.84
97534,1028,100.637,10.21
98592,1666,17.625,94.52
63146,30917,13.941,2217.7
97239,18224,3.553,5129.19
49446,2306,32.356,71.27
14054,1359,24.858,54.67
84150,7,,
25208,782,76.457,10.23
30046,39524,15.654,2524.85
15640,360,0.722,498.61
26588,2911,27.464,105.99
73644,13687,190.711,71.77
54539,1404,48.865,28.73
46809,8677,22.893,379.02
84123,36913,8.219,4491.18
68138,11638,11.941,974.63
34110,24681,15.568,1585.37
57248,1150,68.5,16.79
48039,7466,23.009,324.48
92314,10410,30.817,337.8
48146,39511,5.856,6747.1
34267,78,,
43152,800,43.503,18.39
72023,36813,94.18,390.88
59007,105,57.69,1.82
52225,415,35.232,11.78
44264,3599,21.327,168.75
83844,3545,0.035,101285.71
91010,27245,7.04,3870.03
08348,191,1.451,131.63
25904,411,6.88,59.74
76014,32987,5.758,5728.9
15565,15,,
00641,23962,93.531,256.19
47282,224,0.322,695.65
71772,21,0.114,184.21
83262,989,207.477,4.77
64486,277,58.544,4.73
64503,11921,15.115,788.69
60010,45970,73.854,622.44
39824,667,56.291,11.85
41232,334,11.34,29.45
86011,4081,0.678,6019.17
38028,7699,57.889,133
21746,2416,0.36,6711.11
77503,23899,8.632,2768.65
65708,12690,91.506,138.68
08232,20200,5.858,3448.28
07094,21437,5.768,3716.54
58332,216,210.975,1.02
45423,0,,
91601,37033,2.65,13974.72
59485,767,20.216,37.94
04417,386,62.445,6.18
27235,4963,13.556,366.11
67221,382,,
31016,1664,91.154,18.25
01852,36700,4.973,7379.85
63645,11514,380.742,30.24
54566,1377,130.485,10.55
05847,1154,56.007,20.6
23413,868,12.616,68.8
36352,5762,70.947,81.22
80751,17207,469.826,36.62
62238,618,42.628,14.5
85708,4279,1.438,2975.66
23857,312,15.037,20.75
57479,659,53.207,12.39
44086,2405,27.571,87.23
12752,301,1.733,173.69
76864,802,235.448,3.41
61232,1498,2.827,529.89
06870,7903,2.296,3442.07
14051,20333,16.348,1243.76
44123,18391,2.576,7139.36
49343,5445,52.947,102.84
30043,89046,32.589,2732.39
30529,12138,51.52,235.6
65047,1285,32.375,39.69
08835,10870,2.364,4598.14
47949,1563,41.941,37.27
73647,691,107.832,6.41
47610,5695,35.684,159.6
78332,27281,499.822,54.58
04408,230,118.386,1.94
56014,695,73.659,9.44
12853,1384,86.984,15.91
04910,2358,38.833,60.72
23950,3732,61.067,61.11
28551,13264,132.001,100.48
01950,18444,8.35,2208.86
63631,687,41.55,16.53
25109,699,0.776,900.77
34268,465,0.137,3394.16
36863,12335,87.948,140.25
43164,2062,56.337,36.6
54830,3414,359.039,9.51
72026,200,29.557,6.77
44272,6064,22.423,270.44
71044,748,53.572,13.96
01088,654,5.196,125.87
25909,1005,,
55339,934,22.399,41.7
70360,28810,64.319,447.92
41421,338,11.739,28.79
62428,2614,95.995,27.23
38046,9,4.086,2.2
32820,11130,15.074,738.36
61470,509,22.154,22.98
47882,8494,143.443,59.22
22314,35696,3.805,9381.34
41231,1127,5.768,195.39
58380,399,171.709,2.32
42101,63290,283.144,223.53
46951,2016,63.466,31.77
67110,8222,52.727,155.94
39817,11561,146.995,78.65
71219,1141,60.836,18.76
91602,19760,2.048,9648.44
98623,43,,
02770,5716,32.157,177.75
67521,147,165.929,0.89
15410,992,10.574,93.82
58755,208,88.955,2.34
57782,51,126.267,0.4
29153,15101,142.889,105.68
00786,135,0.257,525.29
53545,23937,24.763,966.64
28742,3026,24.482,123.6
21717,296,0.365,810.96
30224,29472,66.135,445.63
85705,54853,13.613,4029.46
99643,186,20.115,9.25
88112,312,168.44,1.85
36617,11952,4.747,2517.8
75117,5005,46.901,106.71
60559,24404,4.895,4985.5
93202,4014,0.793,5061.79
46580,21812,72.909,299.17
71832,10178,176.536,57.65
02466,8553,1.79,4778.21
59255,2994,669.046,4.48
32579,10775,4.368,2466.8
78007,229,25.44,9
44117,9350,3.809,2454.71
47944,3492,185.743,18.8
49007,9747,3.608,2701.5
54537,613,96.942,6.32
46807,16285,3.209,5074.79
54948,181,14.163,12.78
46051,2857,15.818,180.62
30291,25013,12.202,2049.91
96122,4492,61.303,73.28
78681,58531,21.786,2686.63
60126,47759,11.123,4293.72
91306,48177,4.138,11642.58
60804,83223,7.654,10873.14
37301,1319,53.957,24.45
63625,501,80.369,6.23
73120,34651,11.073,3129.32
98934,803,0.849,945.82
61814,1207,21.538,56.04
66539,2723,41.191,66.11
20759,6758,6.342,1065.59
54484,5543,104.119,53.24
72029,1650,50.573,32.63
27879,259,0.29,893.1
94028,6645,15.203,437.08
39307,15636,95.433,163.84
60935,1222,18.928,64.56
55790,1933,332.721,5.81
00738,29797,29.477,1010.86
56065,2828,116.557,24.26
73843,896,320.487,2.8
35150,17118,62.989,271.76
00647,4611,15.205,303.26
80746,60,0.258,232.56
65457,193,18.998,10.16
38049,4319,111.596,38.7
15834,4086,204.195,20.01
49637,3535,25.002,141.39
48893,5660,51.318,110.29
38126,5723,1.817,3149.7
34602,10391,66.701,155.78
56587,1299,57.253,22.69
30742,7749,3.35,2313.13
12526,3427,32.019,107.03
12527,42,0.156,269.23
87037,1661,278.341,5.97
16049,2897,92.314,31.38
83332,2608,81.4,32.04
78145,48,3.664,13.1
17210,167,12.282,13.6
57730,5647,533.748,10.58
40771,1702,12.467,136.52
20011,66951,4.872,13742
24595,587,1.861,315.42
84020,50159,25.182,1991.86
99103,534,228.018,2.34
00727,53412,21.497,2484.63
58756,162,88.961,1.82
07663,14349,2.676,5362.11
57520,127,147.248,0.86
24854,717,5.882,121.9
89404,26,229.222,0.11
75682,713,3.074,231.95
31720,366,4.635,78.96
68420,1230,135.264,9.09
21714,113,0.029,3896.55
99783,286,23.889,11.97
62355,947,81.718,11.59
85706,56022,12.53,4471.03
71049,3366,87.543,38.45
16928,1571,34.486,45.55
